날짜,요일,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
2020-03-13,금,14.8,0.0,1.3,34.0,0.0
2020-03-16,월,8.8,0.0,2.4,35.0,0.0
2020-03-17,화,16.8,0.0,3.0,29.0,0.0
2020-03-18,수,14.5,0.0,1.9,42.0,0.0
2020-03-19,목,10.8,0.0,2.6,23.0,0.0
2020-03-20,금,13.6,0.0,1.9,40.0,0.0
2020-03-23,월,17.6,0.0,3.4,22.0,0.0
2020-03-24,화,13.6,0.0,2.4,52.0,0.0
2020-03-25,수,16.2,0.0,1.2,31.0,0.0
2020-03-26,목,12.1,2.3,0.5,96.0,0.0
2020-03-27,금,17.3,0.0,1.4,60.0,0.0
2020-03-30,월,14.5,0.0,2.0,53.0,0.0
2020-03-31,화,15.8,0.0,1.0,44.0,0.0
2020-04-01,수,18.1,0.0,2.3,25.0,0.0
2020-04-02,목,13.6,0.0,1.6,31.0,0.0
2020-04-03,금,16.6,0.0,1.4,29.0,0.0
2020-04-06,월,13.9,0.0,0.7,38.0,0.0
2020-04-07,화,19.6,0.0,1.5,27.0,0.0
2020-04-08,수,17.6,0.0,1.7,20.0,0.0
2020-04-09,목,15.8,0.0,1.7,29.0,0.0
2020-04-10,금,10.6,0.0,0.8,63.0,0.0
2020-04-13,월,16.2,0.0,2.1,24.0,0.0
2020-04-14,화,19.5,0.0,1.6,30.0,0.0
2020-04-15,수,16.6,0.0,0.8,29.0,0.0
2020-04-16,목,15.6,0.0,1.7,59.0,0.0
2020-04-17,금,11.8,0.1,0.1,94.0,0.0
2020-04-20,월,17.0,0.0,4.9,55.0,0.0
2020-04-21,화,12.8,0.0,3.9,20.0,0.0
2020-04-22,수,10.6,0.0,3.2,33.0,0.0
2020-04-23,목,14.0,0.0,2.5,25.0,0.0
2020-04-24,금,16.2,0.0,4.6,17.0,0.0
2020-04-27,월,18.7,0.0,1.6,24.0,0.0
2020-04-28,화,19.5,0.0,1.1,32.0,0.0
2020-04-29,수,20.5,0.0,1.8,33.0,0.0
2020-04-30,목,21.2,0.0,1.5,63.0,0.0
2020-05-01,금,22.9,0.0,1.7,67.0,0.0
2020-05-04,월,25.8,0.0,2.0,65.0,0.0
2020-05-05,화,20.2,0.0,0.1,77.0,0.0
2020-05-06,수,22.0,0.0,1.4,61.0,0.0
2020-05-07,목,21.2,0.0,1.3,32.0,0.0
2020-05-08,금,20.0,0.0,1.2,64.0,0.0
2020-05-11,월,26.2,0.0,2.2,33.0,0.0
2020-05-12,화,22.5,0.0,6.0,34.0,0.0
2020-05-13,수,24.3,0.0,1.7,25.0,0.0
2020-05-14,목,22.2,0.0,1.7,30.0,0.0
2020-05-15,금,15.2,0.3,0.3,95.0,0.0
2020-05-18,월,18.6,0.0,1.0,92.0,0.0
2020-05-19,화,17.8,0.0,1.6,58.0,0.0
2020-05-20,수,18.0,0.0,1.4,67.0,0.0
2020-05-21,목,17.6,0.0,1.8,69.0,0.0
2020-05-22,금,22.0,0.0,1.1,49.0,0.0
2020-05-25,월,22.7,0.0,0.6,58.0,0.0
2020-05-26,화,22.8,0.0,1.2,63.0,0.0
2020-05-27,수,24.1,0.0,1.5,48.0,0.0
2020-05-28,목,24.7,0.0,1.2,46.0,0.0
2020-05-29,금,23.7,0.0,1.2,50.0,0.0
2020-06-01,월,26.4,0.0,2.2,35.0,0.0
2020-06-02,화,23.3,0.0,1.3,42.0,0.0
2020-06-03,수,24.9,0.0,1.3,70.0,0.0
2020-06-04,목,28.0,0.0,1.5,62.0,0.0
2020-06-05,금,26.8,0.0,1.1,61.0,0.0
2020-06-08,월,29.1,0.0,0.9,44.0,0.0
2020-06-09,화,29.7,0.0,2.1,51.0,0.0
2020-06-10,수,26.7,0.0,0.9,62.0,0.0
2020-06-11,목,27.7,0.0,1.0,77.0,0.0
2020-06-12,금,25.5,0.0,2.4,78.0,0.0
2020-06-15,월,28.1,0.0,1.9,54.0,0.0
2020-06-16,화,26.8,0.0,1.3,51.0,0.0
2020-06-17,수,23.2,0.0,1.9,71.0,0.0
2020-06-18,목,18.3,3.4,0.8,97.0,0.0
2020-06-19,금,24.6,0.0,3.3,69.0,0.0
2020-06-22,월,27.5,0.0,1.8,59.0,0.0
2020-06-23,화,26.8,0.0,1.6,58.0,0.0
2020-06-24,수,21.7,6.1,0.7,98.0,0.0
2020-06-25,목,23.0,0.0,0.8,95.0,0.0
2020-06-26,금,28.3,0.0,1.1,62.0,0.0
2020-06-29,월,20.2,0.5,1.7,97.0,0.0
2020-06-30,화,24.0,0.0,4.5,61.0,0.0
2020-07-01,수,24.0,0.0,0.9,71.0,0.0
2020-07-02,목,25.3,0.0,2.1,65.0,0.0
2020-07-03,금,20.3,0.0,0.8,90.0,0.0
2020-07-06,월,23.2,0.0,0.0,95.0,0.0
2020-07-07,화,25.2,0.0,1.3,81.0,0.0
2020-07-08,수,26.6,0.0,1.5,72.0,0.0
2020-07-09,목,23.2,0.0,2.4,92.0,0.0
2020-07-10,금,27.6,0.0,1.2,79.0,0.0
2020-07-13,월,19.9,0.1,0.2,98.0,0.0
2020-07-14,화,19.8,0.0,2.0,97.0,0.0
2020-07-15,수,19.7,0.9,0.0,98.0,0.0
2020-07-16,목,26.0,0.0,2.2,68.0,0.0
2020-07-17,금,25.6,0.0,1.3,70.0,0.0
2020-07-20,월,27.1,0.0,1.2,83.0,0.0
2020-07-21,화,27.1,0.0,1.3,78.0,0.0
2020-07-22,수,24.1,0.4,0.8,95.0,0.0
2020-07-23,목,22.1,3.3,3.4,96.0,0.0
2020-07-24,금,20.4,0.8,1.0,96.0,0.0
2020-07-27,월,22.2,8.2,0.3,98.0,0.0
2020-07-28,화,24.2,4.4,0.9,97.0,0.0
2020-07-29,수,24.8,0.0,0.5,94.0,0.0
2020-07-30,목,22.8,0.0,1.4,96.0,0.0
2020-07-31,금,29.1,0.0,1.3,80.0,0.0
2020-08-03,월,27.9,0.0,1.4,84.0,0.0
2020-08-04,화,28.5,0.0,2.1,83.0,0.0
2020-08-05,수,28.7,0.0,0.8,84.0,0.0
2020-08-06,목,27.3,0.0,1.0,90.0,0.0
2020-08-07,금,24.1,14.1,0.5,97.0,0.0
2020-08-10,월,25.8,1.4,0.8,95.0,0.0
2020-08-11,화,25.8,0.0,0.6,94.0,0.0
2020-08-12,수,29.5,0.0,1.7,79.0,0.0
2020-08-13,목,29.8,0.0,1.6,78.0,0.0
2020-08-14,금,30.1,0.0,2.0,79.0,0.0
2020-08-17,월,32.1,0.0,1.4,67.0,0.0
2020-08-18,화,32.1,0.0,2.1,66.0,0.0
2020-08-19,수,32.3,0.0,1.3,64.0,0.0
2020-08-20,목,32.0,0.0,1.6,65.0,0.0
2020-08-21,금,30.7,0.0,1.3,70.0,0.0
2020-08-24,월,29.3,0.0,1.5,71.0,0.0
2020-08-25,화,32.0,0.0,1.5,63.0,0.0
2020-08-26,수,26.1,0.7,2.0,90.0,0.0
2020-08-27,목,27.7,0.0,1.2,86.0,0.0
2020-08-28,금,28.3,0.0,1.4,80.0,0.0
2020-08-31,월,27.3,0.0,0.5,79.0,0.0
2020-09-01,화,27.0,0.0,0.3,84.0,0.0
2020-09-02,수,25.1,0.6,1.5,91.0,0.0
2020-09-03,목,27.6,0.0,2.3,53.0,0.0
2020-09-04,금,25.5,0.0,1.0,72.0,0.0
2020-09-07,월,23.1,0.0,2.5,77.0,0.0
2020-09-08,화,25.7,0.0,1.2,78.0,0.0
2020-09-09,수,24.5,0.0,1.2,73.0,0.0
2020-09-10,목,24.6,0.0,0.8,80.0,0.0
2020-09-11,금,22.5,0.0,0.5,90.0,0.0
2020-09-14,월,24.3,0.0,1.4,75.0,0.0
2020-09-15,화,24.2,0.0,0.8,73.0,0.0
2020-09-16,수,22.7,0.0,1.0,89.0,0.0
2020-09-17,목,20.1,0.3,0.0,94.0,0.0
2020-09-18,금,21.3,0.0,0.8,79.0,0.0
2020-09-21,월,21.3,0.0,0.6,50.0,0.0
2020-09-22,화,21.2,0.0,1.3,58.0,0.0
2020-09-23,수,20.7,0.0,0.8,72.0,0.0
2020-09-24,목,22.4,0.0,1.5,64.0,0.0
2020-09-25,금,22.7,0.0,0.3,67.0,0.0
2020-09-28,월,21.7,0.0,0.8,57.0,0.0
2020-09-29,화,20.7,0.0,0.1,65.0,0.0
2020-09-30,수,21.8,0.0,0.0,57.0,0.0
2020-10-01,목,21.2,0.0,1.4,71.0,0.0
2020-10-02,금,22.2,0.0,1.0,72.0,0.0
2020-10-05,월,18.1,0.0,1.3,45.0,0.0
2020-10-06,화,17.4,0.0,0.0,47.0,0.0
2020-10-07,수,20.2,0.0,1.4,43.0,0.0
2020-10-08,목,18.8,0.0,2.1,46.0,0.0
2020-10-09,금,19.3,0.0,1.3,50.0,0.0
2020-10-12,월,20.6,0.0,0.4,58.0,0.0
2020-10-13,화,17.7,0.0,0.9,41.0,0.0
2020-10-14,수,17.6,0.0,0.6,43.0,0.0
2020-10-15,목,17.5,0.0,0.9,26.0,0.0
2020-10-16,금,14.8,0.0,0.8,74.0,0.0
2020-10-19,월,15.4,0.0,0.1,59.0,0.0
2020-10-20,화,16.6,0.0,0.3,52.0,0.0
2020-10-21,수,14.8,1.2,0.4,93.0,0.0
2020-10-22,목,16.1,0.0,0.0,91.0,0.0
2020-10-23,금,13.4,0.0,0.8,41.0,0.0
2020-10-26,월,14.9,0.0,0.2,64.0,0.0
2020-10-27,화,14.3,0.0,0.0,64.0,0.0
2020-10-28,수,13.9,0.0,0.3,80.0,0.0
2020-10-29,목,13.2,0.0,0.0,56.0,0.0
2020-10-30,금,14.3,0.0,0.1,57.0,0.0
