날짜,요일,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
2016-02-01,월,0.9,0.0,1.5,31.0,0.0
2016-02-02,화,2.4,0.0,1.3,28.0,0.0
2016-02-03,수,3.0,0.0,0.4,39.0,0.0
2016-02-04,목,4.0,0.0,0.5,35.0,0.0
2016-02-05,금,5.7,0.0,2.6,15.0,0.0
2016-02-08,월,7.6,0.0,4.0,20.0,0.0
2016-02-09,화,6.6,0.0,1.6,18.0,0.0
2016-02-10,수,7.8,0.0,1.4,15.0,0.0
2016-02-11,목,11.8,0.0,1.9,51.0,0.0
2016-02-12,금,11.7,20.4,2.1,91.0,0.0
2016-02-15,월,0.1,0.0,1.7,30.0,0.0
2016-02-16,화,3.8,0.0,4.6,48.0,0.0
2016-02-17,수,5.1,0.0,0.6,31.0,0.0
2016-02-18,목,7.7,0.0,1.7,45.0,0.0
2016-02-19,금,9.0,0.0,2.2,36.0,0.0
2016-02-22,월,6.1,0.0,0.7,36.0,0.0
2016-02-23,화,8.3,0.0,2.3,29.0,0.0
2016-02-24,수,4.0,0.0,2.9,22.0,0.0
2016-02-25,목,5.3,0.0,0.7,22.0,0.0
2016-02-26,금,6.7,0.0,0.2,55.0,0.0
2016-02-29,월,-1.1,0.0,2.7,48.0,0.0
2016-03-01,화,5.0,0.0,0.9,30.0,0.0
2016-03-02,수,9.2,0.0,3.1,35.0,0.0
2016-03-03,목,13.1,0.0,1.7,44.0,0.0
2016-03-04,금,9.1,20.3,0.6,89.0,0.0
2016-03-07,월,13.5,0.0,1.3,56.0,0.0
2016-03-08,화,9.3,0.0,1.1,37.0,0.0
2016-03-09,수,10.7,0.0,2.5,23.0,0.0
2016-03-10,목,6.2,0.0,3.7,19.0,0.0
2016-03-11,금,6.5,0.0,3.0,21.0,0.0
2016-03-14,월,10.7,0.0,3.3,27.0,0.0
2016-03-15,화,9.8,0.0,1.9,30.0,0.0
2016-03-16,수,14.5,0.0,1.7,29.0,0.0
2016-03-17,목,14.1,0.0,2.7,40.0,0.0
2016-03-18,금,11.9,0.6,0.2,90.0,0.0
2016-03-21,월,11.8,0.0,2.6,51.0,0.0
2016-03-22,화,15.7,0.0,2.6,35.0,0.0
2016-03-23,수,12.5,0.0,1.3,53.0,0.0
2016-03-24,목,9.7,0.0,1.5,44.0,0.0
2016-03-25,금,9.0,0.0,1.8,56.0,0.0
2016-03-28,월,14.8,0.0,2.1,25.0,0.0
2016-03-29,화,14.9,0.0,1.6,48.0,0.0
2016-03-30,수,17.8,0.0,1.8,32.0,0.0
2016-03-31,목,16.0,0.0,1.5,60.0,0.0
2016-04-01,금,18.3,0.0,1.3,31.0,0.0
2016-04-04,월,12.1,0.0,0.8,78.0,0.0
2016-04-05,화,17.7,0.0,1.5,31.0,0.0
2016-04-06,수,13.5,0.0,0.7,62.0,0.0
2016-04-07,목,16.5,0.0,1.2,69.0,0.0
2016-04-08,금,20.6,0.0,1.5,24.0,0.0
2016-04-11,월,11.2,0.0,2.5,57.0,0.0
2016-04-12,화,15.7,0.0,2.0,38.0,0.0
2016-04-13,수,15.0,0.1,0.9,90.0,0.0
2016-04-14,목,23.5,0.0,2.4,17.0,0.0
2016-04-15,금,17.3,0.0,1.9,44.0,0.0
2016-04-18,월,18.0,0.0,5.0,29.0,0.0
2016-04-19,화,16.9,0.0,2.3,28.0,0.0
2016-04-20,수,16.1,0.0,2.9,45.0,0.0
2016-04-21,목,17.1,0.0,0.8,83.0,0.0
2016-04-22,금,20.4,0.0,1.0,51.0,0.0
2016-04-25,월,21.8,0.0,2.0,23.0,0.0
2016-04-26,화,20.6,0.0,1.4,44.0,0.0
2016-04-27,수,11.1,3.9,2.5,86.0,0.0
2016-04-28,목,17.4,0.0,1.3,67.0,0.0
2016-04-29,금,17.0,0.0,2.3,54.0,0.0
2016-05-02,월,20.4,0.0,2.6,70.0,0.0
2016-05-03,화,14.4,0.0,4.1,60.0,0.0
2016-05-04,수,22.8,0.0,4.1,12.0,0.0
2016-05-05,목,19.7,0.0,1.9,23.0,0.0
2016-05-06,금,19.8,0.0,1.6,77.0,0.0
2016-05-09,월,19.6,0.0,1.7,49.0,0.0
2016-05-10,화,13.4,0.7,2.5,86.0,0.0
2016-05-11,수,18.6,0.0,1.8,58.0,0.0
2016-05-12,목,21.5,0.0,2.7,36.0,0.0
2016-05-13,금,19.4,0.0,4.3,58.0,0.0
2016-05-16,월,20.6,0.0,2.4,25.0,0.0
2016-05-17,화,25.2,0.0,2.9,27.0,0.0
2016-05-18,수,26.6,0.0,1.8,33.0,0.0
2016-05-19,목,26.4,0.0,1.7,25.0,0.0
2016-05-20,금,25.9,0.0,1.7,24.0,0.0
2016-05-23,월,24.6,0.0,1.5,36.0,0.0
2016-05-24,화,19.6,0.0,0.6,87.0,0.0
2016-05-25,수,24.1,0.0,1.8,49.0,0.0
2016-05-26,목,24.1,0.0,1.9,50.0,0.0
2016-05-27,금,23.4,0.0,1.0,48.0,0.0
2016-05-30,월,25.9,0.0,2.3,33.0,0.0
2016-05-31,화,25.4,0.0,0.9,47.0,0.0
2016-06-01,수,23.5,0.0,2.6,40.0,0.0
2016-06-02,목,23.3,0.0,1.6,38.0,0.0
2016-06-03,금,24.5,0.0,1.8,43.0,0.0
2016-06-06,월,18.6,0.0,1.2,84.0,0.0
2016-06-07,화,23.9,0.0,1.1,64.0,0.0
2016-06-08,수,22.9,0.0,2.0,74.0,0.0
2016-06-09,목,23.0,0.0,2.2,68.0,0.0
2016-06-10,금,25.7,0.0,2.5,52.0,0.0
2016-06-13,월,23.7,0.0,2.2,66.0,0.0
2016-06-14,화,24.2,0.0,1.7,63.0,0.0
2016-06-15,수,22.9,0.0,1.7,80.0,0.0
2016-06-16,목,25.8,0.0,1.8,45.0,0.0
2016-06-17,금,25.6,0.0,2.4,50.0,0.0
2016-06-20,월,22.9,0.0,2.0,86.0,0.0
2016-06-21,화,23.8,0.0,1.8,79.0,0.0
2016-06-22,수,21.7,2.2,0.5,89.0,0.0
2016-06-23,목,25.2,0.0,1.6,60.0,0.0
2016-06-24,금,26.5,0.0,1.0,63.0,0.0
2016-06-27,월,21.4,0.0,1.6,83.0,0.0
2016-06-28,화,22.6,0.0,1.7,60.0,0.0
2016-06-29,수,23.3,0.0,0.8,71.0,0.0
2016-06-30,목,24.3,0.0,1.9,75.0,0.0
2016-07-01,금,23.2,6.8,1.7,87.0,0.0
2016-07-04,월,26.5,0.0,1.2,81.0,0.0
2016-07-05,화,27.0,0.0,1.8,79.0,0.0
2016-07-06,수,27.4,0.0,1.7,71.0,0.0
2016-07-07,목,27.5,0.0,1.7,67.0,0.0
2016-07-08,금,29.9,0.0,1.4,53.0,0.0
2016-07-11,월,24.6,0.0,1.0,85.0,0.0
2016-07-12,화,24.8,0.0,0.9,84.0,0.0
2016-07-13,수,28.6,0.0,1.8,68.0,0.0
2016-07-14,목,31.1,0.0,2.1,49.0,0.0
2016-07-15,금,25.2,0.0,2.2,63.0,0.0
2016-07-18,월,28.4,0.0,1.8,56.0,0.0
2016-07-19,화,27.7,0.0,1.5,63.0,0.0
2016-07-20,수,28.1,0.0,1.9,61.0,0.0
2016-07-21,목,27.2,0.0,1.7,64.0,0.0
2016-07-22,금,27.0,0.0,1.5,64.0,0.0
2016-07-25,월,28.9,0.0,1.3,70.0,0.0
2016-07-26,화,30.3,0.0,2.3,65.0,0.0
2016-07-27,수,29.1,0.0,1.6,66.0,0.0
2016-07-28,목,29.7,0.0,2.4,70.0,0.0
2016-07-29,금,30.1,0.0,2.2,67.0,0.0
2016-08-01,월,29.3,0.0,1.5,65.0,0.0
2016-08-02,화,25.1,0.2,3.0,74.0,0.0
2016-08-03,수,29.0,0.0,1.2,66.0,0.0
2016-08-04,목,30.2,0.0,2.1,58.0,0.0
2016-08-05,금,31.3,0.0,2.4,53.0,0.0
2016-08-08,월,25.1,0.2,1.7,80.0,0.0
2016-08-09,화,28.0,0.0,0.7,79.0,0.0
2016-08-10,수,31.7,0.0,1.3,56.0,0.0
2016-08-11,목,32.4,0.0,2.0,56.0,0.0
2016-08-12,금,33.7,0.0,1.5,52.0,0.0
2016-08-15,월,26.5,0.1,0.6,85.0,0.0
2016-08-16,화,28.9,0.0,0.7,68.0,0.0
2016-08-17,수,25.3,0.7,0.7,87.0,0.0
2016-08-18,목,30.5,0.0,1.8,56.0,0.0
2016-08-19,금,30.0,0.0,1.9,60.0,0.0
2016-08-22,월,30.4,0.0,2.8,57.0,0.0
2016-08-23,화,29.4,0.0,1.9,57.0,0.0
2016-08-24,수,31.2,0.0,1.6,46.0,0.0
2016-08-25,목,30.4,0.0,1.9,58.0,0.0
2016-08-26,금,19.5,0.0,2.6,85.0,0.0
2016-08-29,월,25.8,0.0,2.4,33.0,0.0
2016-08-30,화,24.3,0.0,2.9,45.0,0.0
2016-08-31,수,26.7,0.0,3.2,34.0,0.0
2016-09-01,목,27.3,0.0,2.6,58.0,0.0
2016-09-02,금,19.9,4.4,1.1,90.0,0.0
2016-09-05,월,26.9,0.0,0.7,78.0,0.0
2016-09-06,화,25.0,0.0,0.8,83.0,0.0
2016-09-07,수,24.5,0.0,0.0,82.0,0.0
2016-09-08,목,26.8,0.0,0.6,54.0,0.0
2016-09-09,금,26.0,0.0,0.0,61.0,0.0
2016-09-12,월,22.9,0.0,1.7,69.0,0.0
2016-09-13,화,25.7,0.0,1.1,55.0,0.0
2016-09-14,수,24.0,0.0,0.0,72.0,0.0
2016-09-15,목,25.3,0.0,1.3,68.0,0.0
2016-09-16,금,23.1,0.0,0.6,83.0,0.0
2016-09-19,월,20.9,0.0,2.4,62.0,0.0
2016-09-20,화,21.5,0.0,1.1,47.0,0.0
2016-09-21,수,20.8,0.0,1.1,58.0,0.0
2016-09-22,목,21.7,0.0,0.6,67.0,0.0
2016-09-23,금,22.4,0.0,1.3,67.0,0.0
2016-09-26,월,22.2,0.0,0.5,90.0,0.0
2016-09-27,화,26.4,0.0,0.8,72.0,0.0
2016-09-28,수,20.5,0.6,1.0,89.0,0.0
2016-09-29,목,18.1,0.0,1.0,82.0,0.0
2016-09-30,금,18.0,0.0,0.1,87.0,0.0
2016-10-03,월,24.3,0.0,0.9,87.0,0.0
2016-10-04,화,23.7,0.0,1.9,60.0,0.0
2016-10-05,수,22.1,0.0,0.0,84.0,0.0
2016-10-06,목,20.9,0.0,0.2,53.0,0.0
2016-10-07,금,18.8,0.0,0.6,82.0,0.0
2016-10-10,월,17.1,0.0,0.5,62.0,0.0
2016-10-11,화,15.6,0.0,0.4,76.0,0.0
2016-10-12,수,16.9,0.0,0.1,61.0,0.0
2016-10-13,목,17.1,0.0,0.0,80.0,0.0
2016-10-14,금,16.7,0.0,0.0,68.0,0.0
2016-10-17,월,20.6,0.0,0.4,83.0,0.0
2016-10-18,화,18.2,0.0,0.5,77.0,0.0
2016-10-19,수,18.4,0.0,0.0,77.0,0.0
2016-10-20,목,18.4,0.0,0.5,78.0,0.0
2016-10-21,금,16.6,0.0,0.5,66.0,0.0
2016-10-24,월,15.4,0.0,1.1,61.0,0.0
2016-10-25,화,16.8,0.0,0.9,87.0,0.0
2016-10-26,수,16.6,0.0,0.7,80.0,0.0
2016-10-27,목,17.2,0.0,1.0,62.0,0.0
2016-10-28,금,14.9,0.0,1.8,86.0,0.0
2016-10-31,월,9.2,0.0,0.0,85.0,0.0
2016-11-01,화,7.1,0.0,1.0,37.0,0.0
2016-11-02,수,9.7,0.0,1.0,42.0,0.0
2016-11-03,목,10.1,0.0,0.0,68.0,0.0
2016-11-04,금,13.9,0.0,0.9,60.0,0.0
2016-11-07,월,14.8,0.0,1.1,60.0,0.0
2016-11-08,화,11.0,0.0,1.0,37.0,0.0
2016-11-09,수,7.3,0.0,0.1,48.0,0.0
2016-11-10,목,12.2,0.0,0.5,59.0,0.0
2016-11-11,금,10.6,0.0,0.3,57.0,0.0
2016-11-14,월,15.5,0.0,0.4,88.0,0.0
2016-11-15,화,10.4,0.0,0.2,47.0,0.0
2016-11-16,수,10.1,0.0,0.3,50.0,0.0
2016-11-17,목,11.5,0.0,0.2,51.0,0.0
2016-11-18,금,12.7,5.1,0.3,88.0,0.0
2016-11-21,월,13.6,0.0,0.7,76.0,0.0
2016-11-22,화,7.8,0.0,1.9,36.0,0.0
2016-11-23,수,9.1,0.0,2.0,30.0,0.0
2016-11-24,목,5.0,0.0,2.4,30.0,0.0
2016-11-25,금,5.4,0.0,1.0,48.0,0.0
2016-11-28,월,6.2,0.0,1.1,38.0,0.0
2016-11-29,화,6.1,0.0,0.7,40.0,0.0
2016-11-30,수,8.4,1.9,0.7,85.0,0.0
2016-12-01,목,8.5,0.0,2.7,37.0,0.0
2016-12-02,금,4.7,0.0,0.1,59.0,0.0
2016-12-05,월,9.4,0.0,0.7,78.0,0.0
2016-12-06,화,3.7,0.0,0.6,45.0,0.0
2016-12-07,수,3.3,0.0,0.0,66.0,0.0
2016-12-08,목,5.6,0.0,0.3,58.0,0.0
2016-12-09,금,7.9,0.0,2.7,33.0,0.0
2016-12-12,월,7.7,0.0,0.0,58.0,0.0
2016-12-13,화,9.1,0.0,1.3,48.0,0.0
2016-12-14,수,3.7,0.0,1.9,38.0,0.0
2016-12-15,목,2.4,0.0,3.7,28.0,0.0
2016-12-16,금,1.8,0.0,0.9,15.0,0.0
2016-12-19,월,7.1,1.9,1.0,89.0,0.0
2016-12-20,화,8.5,0.0,0.6,78.0,0.0
2016-12-21,수,8.6,1.5,1.7,87.0,0.0
2016-12-22,목,9.2,0.0,3.1,56.0,0.0
2016-12-23,금,3.2,0.0,1.6,44.0,0.0
2016-12-26,월,6.2,3.4,1.1,87.0,0.0
2016-12-27,화,3.2,0.0,1.5,29.0,0.0
2016-12-28,수,1.7,0.0,0.1,56.0,0.0
2016-12-29,목,1.6,0.0,2.3,26.0,0.0
2016-12-30,금,0.7,0.0,0.4,43.0,0.0
2017-01-02,월,8.4,0.0,0.8,64.0,0.0
2017-01-03,화,6.3,0.0,0.7,50.0,0.0
2017-01-04,수,5.9,0.0,0.0,60.0,0.0
2017-01-05,목,8.3,0.0,1.4,58.0,0.0
2017-01-06,금,7.7,0.0,0.6,50.0,0.0
2017-01-09,월,6.3,0.0,0.6,34.0,0.0
2017-01-10,화,3.9,0.0,2.1,37.0,0.0
2017-01-11,수,1.8,0.0,0.4,35.0,0.0
2017-01-12,목,3.7,0.0,1.1,44.0,0.0
2017-01-13,금,2.2,0.0,3.1,35.0,0.0
2017-01-16,월,0.9,0.0,0.0,23.0,0.0
2017-01-17,화,3.2,0.0,0.0,38.0,0.0
2017-01-18,수,5.2,0.0,1.0,33.0,0.0
2017-01-19,목,2.5,0.0,0.3,42.0,0.0
2017-01-20,금,-0.1,0.0,4.0,35.0,0.0
2017-01-23,월,-1.0,0.0,3.0,24.0,0.0
2017-01-24,화,1.8,0.0,2.4,18.0,0.0
2017-01-25,수,2.2,0.0,0.7,30.0,0.0
2017-01-26,목,5.3,0.0,1.3,31.0,0.0
2017-01-27,금,6.1,0.0,1.9,19.0,0.0
2017-01-30,월,1.3,0.0,3.6,30.0,0.0
2017-01-31,화,5.0,0.0,1.3,31.0,0.0
2017-02-01,수,4.1,0.0,4.6,25.0,0.0
2017-02-02,목,7.1,0.0,1.0,10.0,0.0
2017-02-03,금,5.9,0.0,0.3,32.0,0.0
2017-02-06,월,5.1,0.0,2.9,26.0,0.0
2017-02-07,화,5.4,0.0,0.8,35.0,0.0
2017-02-08,수,6.1,0.0,2.3,19.0,0.0
2017-02-09,목,-0.1,0.0,3.5,35.0,0.0
2017-02-10,금,-0.7,0.0,3.3,26.0,0.0
2017-02-13,월,6.8,0.0,0.6,29.0,0.0
2017-02-14,화,7.1,0.0,0.7,24.0,0.0
2017-02-15,수,9.0,0.0,1.2,28.0,0.0
2017-02-16,목,13.0,0.0,2.0,55.0,0.0
2017-02-17,금,8.9,0.0,3.9,25.0,0.0
2017-02-20,월,5.0,0.0,2.9,27.0,0.0
2017-02-21,화,6.8,0.0,1.9,34.0,0.0
2017-02-22,수,4.9,4.4,0.8,90.0,0.0
2017-02-23,목,4.7,0.0,3.8,29.0,0.0
2017-02-24,금,6.1,0.0,4.2,22.0,0.0
2017-02-27,월,9.4,0.0,1.9,50.0,0.0
2017-02-28,화,10.2,0.0,1.0,30.0,0.0
2017-03-01,수,10.6,0.0,2.2,45.0,0.0
2017-03-02,목,5.4,0.0,3.4,30.0,0.0
2017-03-03,금,9.5,0.0,1.4,29.0,0.0
2017-03-06,월,6.4,0.0,3.8,20.0,0.0
2017-03-07,화,2.9,0.0,3.2,24.0,0.0
2017-03-08,수,4.6,0.0,4.3,30.0,0.0
2017-03-09,목,10.8,0.0,3.5,16.0,0.0
2017-03-10,금,12.8,0.0,1.6,21.0,0.0
2017-03-13,월,12.1,0.0,1.8,32.0,0.0
2017-03-14,화,11.6,0.0,4.2,18.0,0.0
2017-03-15,수,10.3,0.0,2.1,25.0,0.0
2017-03-16,목,11.0,0.0,2.4,42.0,0.0
2017-03-17,금,11.8,0.0,2.4,26.0,0.0
2017-03-20,월,8.5,2.1,1.3,83.0,0.0
2017-03-21,화,11.6,0.0,4.0,28.0,0.0
2017-03-22,수,11.4,0.0,1.4,35.0,0.0
2017-03-23,목,14.4,0.0,1.6,24.0,0.0
2017-03-24,금,10.8,0.0,2.4,47.0,0.0
2017-03-27,월,10.7,0.0,2.6,26.0,0.0
2017-03-28,화,11.6,0.0,1.4,34.0,0.0
2017-03-29,수,8.7,0.0,1.0,83.0,0.0
2017-03-30,목,15.9,0.0,2.2,30.0,0.0
2017-03-31,금,11.9,0.0,1.6,51.0,0.0
2017-04-03,월,20.0,0.0,2.7,12.0,0.0
2017-04-04,화,17.0,0.0,2.1,29.0,0.0
2017-04-05,수,15.0,4.1,2.5,86.0,0.0
2017-04-06,목,16.1,0.0,2.4,82.0,0.0
2017-04-07,금,19.1,0.0,1.5,50.0,0.0
2017-04-10,월,15.5,0.0,3.1,42.0,0.0
2017-04-11,화,18.6,0.0,3.0,33.0,0.0
2017-04-12,수,17.6,0.0,2.9,17.0,0.0
2017-04-13,목,20.3,0.0,3.2,27.0,0.0
2017-04-14,금,18.2,0.0,2.3,52.0,0.0
2017-04-17,월,17.1,0.0,0.8,91.0,0.0
2017-04-18,화,16.6,0.0,2.3,68.0,0.0
2017-04-19,수,19.9,0.0,2.2,18.0,0.0
2017-04-20,목,16.1,0.0,1.9,32.0,0.0
2017-04-21,금,18.0,0.0,1.4,35.0,0.0
2017-04-24,월,18.9,0.0,2.2,39.0,0.0
2017-04-25,화,19.5,0.0,1.6,63.0,0.0
2017-04-26,수,17.3,0.0,1.7,59.0,0.0
2017-04-27,목,18.3,0.0,3.5,22.0,0.0
2017-04-28,금,23.0,0.0,2.9,12.0,0.0
2017-05-01,월,20.4,0.0,2.9,26.0,0.0
2017-05-02,화,22.7,0.0,1.7,29.0,0.0
2017-05-03,수,22.0,0.0,2.1,27.0,0.0
2017-05-04,목,22.1,0.0,1.7,44.0,0.0
2017-05-05,금,17.9,1.7,0.4,88.0,0.0
2017-05-08,월,21.5,0.0,1.1,43.0,0.0
2017-05-09,화,13.5,2.1,1.0,90.0,0.0
2017-05-10,수,20.3,0.0,1.9,49.0,0.0
2017-05-11,목,26.6,0.0,2.2,29.0,0.0
2017-05-12,금,17.3,0.0,0.6,87.0,0.0
2017-05-15,월,22.4,0.0,1.5,23.0,0.0
2017-05-16,화,20.4,0.0,1.1,46.0,0.0
2017-05-17,수,21.8,0.0,1.4,42.0,0.0
2017-05-18,목,24.6,0.0,1.9,36.0,0.0
2017-05-19,금,26.1,0.0,2.3,32.0,0.0
2017-05-22,월,23.9,0.0,2.0,32.0,0.0
2017-05-23,화,21.9,0.0,1.0,60.0,0.0
2017-05-24,수,22.4,0.0,2.1,61.0,0.0
2017-05-25,목,27.2,0.0,5.5,18.0,0.0
2017-05-26,금,22.7,0.0,2.9,26.0,0.0
2017-05-29,월,32.6,0.0,2.6,22.0,0.0
2017-05-30,화,28.7,0.0,1.8,33.0,0.0
2017-05-31,수,23.4,0.0,1.3,63.0,0.0
2017-06-01,목,29.0,0.0,2.5,35.0,0.0
2017-06-02,금,23.6,0.0,2.6,39.0,0.0
2017-06-05,월,22.2,0.0,2.7,37.0,0.0
2017-06-06,화,16.4,0.3,0.5,85.0,0.0
2017-06-07,수,22.0,0.0,2.5,59.0,0.0
2017-06-08,목,28.4,0.0,1.5,22.0,0.0
2017-06-09,금,27.8,0.0,1.8,33.0,0.0
2017-06-12,월,21.5,0.0,2.3,44.0,0.0
2017-06-13,화,20.8,0.0,1.0,54.0,0.0
2017-06-14,수,25.1,0.0,1.7,44.0,0.0
2017-06-15,목,30.5,0.0,2.5,25.0,0.0
2017-06-16,금,24.7,0.0,2.0,49.0,0.0
2017-06-19,월,27.9,0.0,1.6,37.0,0.0
2017-06-20,화,20.7,0.8,1.0,80.0,0.0
2017-06-21,수,24.3,0.0,2.6,51.0,0.0
2017-06-22,목,26.6,0.0,2.2,49.0,0.0
2017-06-23,금,25.7,0.0,2.1,43.0,0.0
2017-06-26,월,22.1,0.1,0.2,91.0,0.0
2017-06-27,화,25.6,0.0,1.1,53.0,0.0
2017-06-28,수,26.2,0.0,1.6,50.0,0.0
2017-06-29,목,23.5,0.0,1.5,69.0,0.0
2017-06-30,금,26.4,0.0,2.1,66.0,0.0
2017-07-03,월,27.3,0.0,1.8,66.0,0.0
2017-07-04,화,27.9,0.1,0.3,79.0,0.0
2017-07-05,수,26.3,0.0,2.0,84.0,0.0
2017-07-06,목,23.9,2.9,0.8,95.0,0.0
2017-07-07,금,27.2,0.0,2.2,82.0,0.0
2017-07-10,월,27.1,0.0,2.7,86.0,0.0
2017-07-11,화,27.3,0.0,1.5,77.0,0.0
2017-07-12,수,30.5,0.0,2.0,61.0,0.0
2017-07-13,목,30.3,0.0,2.1,63.0,0.0
2017-07-14,금,28.4,0.0,1.1,75.0,0.0
2017-07-17,월,24.1,4.0,0.1,94.0,0.0
2017-07-18,화,29.9,0.0,0.9,67.0,0.0
2017-07-19,수,31.3,0.0,2.6,57.0,0.0
2017-07-20,목,30.5,0.0,1.7,70.0,0.0
2017-07-21,금,32.7,0.0,1.7,64.0,0.0
2017-07-24,월,32.0,0.0,0.7,68.0,0.0
2017-07-25,화,26.0,12.3,1.5,96.0,0.0
2017-07-26,수,29.4,0.0,1.3,57.0,0.0
2017-07-27,목,30.1,0.0,1.9,47.0,0.0
2017-07-28,금,30.0,0.0,1.1,53.0,0.0
2017-07-31,월,25.4,21.0,1.3,97.0,0.0
2017-08-01,화,30.5,0.0,2.0,67.0,0.0
2017-08-02,수,30.3,0.0,0.8,64.0,0.0
2017-08-03,목,30.9,0.0,2.6,56.0,0.0
2017-08-04,금,32.9,0.0,2.5,53.0,0.0
2017-08-07,월,34.6,0.0,2.6,38.0,0.0
2017-08-08,화,30.0,0.0,1.1,68.0,0.0
2017-08-09,수,27.6,0.0,1.3,86.0,0.0
2017-08-10,목,32.7,0.0,0.7,49.0,0.0
2017-08-11,금,23.7,1.1,2.7,93.0,0.0
2017-08-14,월,22.5,0.1,0.6,97.0,0.0
2017-08-15,화,23.5,0.0,0.8,92.0,0.0
2017-08-16,수,29.5,0.0,1.6,67.0,0.0
2017-08-17,목,28.7,0.0,1.6,68.0,0.0
2017-08-18,금,28.3,0.0,1.7,73.0,0.0
2017-08-21,월,27.4,0.0,1.4,77.0,0.0
2017-08-22,화,28.7,0.0,1.7,72.0,0.0
2017-08-23,수,30.6,0.0,1.4,65.0,0.0
2017-08-24,목,31.4,0.0,2.8,57.0,0.0
2017-08-25,금,31.2,0.0,1.4,45.0,0.0
2017-08-28,월,27.6,0.0,1.4,65.0,0.0
2017-08-29,화,30.2,0.0,1.2,27.0,0.0
2017-08-30,수,24.4,0.0,2.7,38.0,0.0
2017-08-31,목,25.4,0.0,2.1,48.0,0.0
2017-09-01,금,26.5,0.0,1.9,35.0,0.0
2017-09-04,월,24.7,0.0,0.6,61.0,0.0
2017-09-05,화,21.8,0.0,1.5,77.0,0.0
2017-09-06,수,21.7,3.4,0.4,89.0,0.0
2017-09-07,목,24.5,0.0,1.7,66.0,0.0
2017-09-08,금,26.5,0.0,1.4,55.0,0.0
2017-09-11,월,22.6,0.0,0.8,81.0,0.0
2017-09-12,화,26.0,0.0,0.7,63.0,0.0
2017-09-13,수,25.8,0.0,0.8,42.0,0.0
2017-09-14,목,24.2,0.0,2.1,53.0,0.0
2017-09-15,금,22.0,0.0,2.5,43.0,0.0
2017-09-18,월,24.2,0.0,1.0,56.0,0.0
2017-09-19,화,24.9,0.0,1.2,66.0,0.0
2017-09-20,수,22.3,0.0,0.7,53.0,0.0
2017-09-21,목,22.5,0.0,0.7,59.0,0.0
2017-09-22,금,23.6,0.0,1.3,51.0,0.0
2017-09-25,월,24.1,0.0,0.3,64.0,0.0
2017-09-26,화,23.7,0.0,1.9,54.0,0.0
2017-09-27,수,20.4,0.0,1.6,76.0,0.0
2017-09-28,목,23.3,0.0,2.3,31.0,0.0
2017-09-29,금,18.3,0.0,0.7,47.0,0.0
2017-10-02,월,23.1,0.0,1.6,64.0,0.0
2017-10-03,화,21.9,0.0,1.9,70.0,0.0
2017-10-04,수,19.2,0.0,1.6,59.0,0.0
2017-10-05,목,17.7,0.0,0.7,67.0,0.0
2017-10-06,금,18.3,0.0,0.3,82.0,0.0
2017-10-09,월,23.8,0.0,0.8,63.0,0.0
2017-10-10,화,24.0,0.0,0.3,72.0,0.0
2017-10-11,수,22.1,0.0,1.4,61.0,0.0
2017-10-12,목,12.7,1.8,0.8,89.0,0.0
2017-10-13,금,16.2,0.0,0.2,40.0,0.0
2017-10-16,월,16.7,0.0,1.2,64.0,0.0
2017-10-17,화,17.5,0.0,0.6,66.0,0.0
2017-10-18,수,16.7,0.0,0.7,67.0,0.0
2017-10-19,목,18.2,0.0,2.3,56.0,0.0
2017-10-20,금,19.3,0.0,0.7,54.0,0.0
2017-10-23,월,15.1,0.0,1.1,52.0,0.0
2017-10-24,화,12.8,0.0,0.2,80.0,0.0
2017-10-25,수,14.2,0.0,0.4,68.0,0.0
2017-10-26,목,14.0,0.0,0.4,64.0,0.0
2017-10-27,금,15.3,0.0,0.1,60.0,0.0
2017-10-30,월,11.1,0.0,0.8,32.0,0.0
2017-10-31,화,14.4,0.0,1.9,35.0,0.0
2017-11-01,수,15.1,0.0,1.3,45.0,0.0
2017-11-02,목,13.5,0.0,0.0,71.0,0.0
2017-11-03,금,16.0,0.0,1.8,49.0,0.0
2017-11-06,월,13.6,0.0,0.5,67.0,0.0
2017-11-07,화,17.1,0.0,1.1,67.0,0.0
2017-11-08,수,17.3,0.0,2.2,32.0,0.0
2017-11-09,목,14.5,0.0,1.1,52.0,0.0
2017-11-10,금,19.2,0.0,3.4,43.0,0.0
2017-11-13,월,11.8,0.0,0.1,63.0,0.0
2017-11-14,화,12.8,0.0,1.1,26.0,0.0
2017-11-15,수,9.0,0.0,2.1,24.0,0.0
2017-11-16,목,5.8,0.0,0.1,55.0,0.0
2017-11-17,금,9.7,0.0,0.2,60.0,0.0
2017-11-20,월,5.6,0.0,0.2,32.0,0.0
2017-11-21,화,5.7,0.0,0.4,61.0,0.0
2017-11-22,수,10.8,0.0,0.4,53.0,0.0
2017-11-23,목,4.6,0.0,2.4,36.0,0.0
2017-11-24,금,6.5,0.0,1.9,33.0,0.0
2017-11-27,월,8.7,0.0,0.3,74.0,0.0
2017-11-28,화,12.5,0.0,0.9,67.0,0.0
2017-11-29,수,12.9,0.0,2.3,26.0,0.0
2017-11-30,목,7.1,0.0,4.1,16.0,0.0
2017-12-01,금,3.3,0.0,1.0,15.0,0.0
2017-12-04,월,3.0,0.0,4.5,24.0,0.0
