瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),利汲(cm),3矫埃脚利汲(cm)
192,柳林,2021-01-03 18:00,3,,,,1.4,,50,,31,,2.3,-12.5,,
192,柳林,2021-01-03 19:00,2.2,,,,.4,,0,,33,,2.4,-12.4,,
192,柳林,2021-01-03 20:00,1.2,,,,1.1,,50,,36,,2.4,-12.2,,
192,柳林,2021-01-03 21:00,.6,,,,.6,,20,,38,,2.4,-12.1,,
192,柳林,2021-01-03 22:00,-1.8,,,,0,,0,,49,,2.6,-11.1,,
192,柳林,2021-01-03 23:00,-2.3,,,,0,,0,,53,,2.7,-10.6,,
192,柳林,2021-01-04 00:00,-3,,,,0,,0,,58,,2.8,-10.1,,
192,柳林,2021-01-04 01:00,-3.5,,,,0,,0,,60,,2.8,-10.1,,
192,柳林,2021-01-04 02:00,-4.4,,,,0,,0,,64,,2.8,-10.1,,
192,柳林,2021-01-04 03:00,-5.4,,,,.1,,0,,70,,2.9,-10,,
192,柳林,2021-01-04 04:00,-6.4,,,,0,,0,,75,,2.8,-10.1,,
192,柳林,2021-01-04 05:00,-6.7,,,,.2,,0,,77,,2.9,-10,,
192,柳林,2021-01-04 06:00,-7.2,,,,.3,,0,,77,,2.8,-10.5,,
192,柳林,2021-01-04 07:00,-7.5,,,,.4,,0,,79,,2.8,-10.5,,
192,柳林,2021-01-04 08:00,-7.1,,,,.2,,0,,78,,2.8,-10.2,,
192,柳林,2021-01-04 09:00,-4.7,,,,0,,0,,70,,3,-9.3,,
192,柳林,2021-01-04 10:00,-.9,,,,.2,,0,,57,,3.3,-8.3,,
192,柳林,2021-01-04 11:00,.9,,,,1.5,,70,,46,,3,-9.4,,
192,柳林,2021-01-04 12:00,2.7,,,,1.6,,140,,41,,3,-9.2,,
192,柳林,2021-01-04 13:00,4.8,,,,.7,,50,,36,,3.1,-9,,
192,柳林,2021-01-04 14:00,6.1,,,,.9,,50,,34,,3.2,-8.6,,
192,柳林,2021-01-04 15:00,7,,,,.9,,290,,34,,3.4,-7.8,,
192,柳林,2021-01-04 16:00,6.7,,,,.2,,0,,31,,3,-9.2,,
192,柳林,2021-01-04 17:00,4.5,,,,.4,,0,,44,,3.7,-6.7,,
192,柳林,2021-01-04 18:00,1.3,,,,0,,0,,53,,3.6,-7.2,,
192,柳林,2021-01-04 19:00,-.5,,,,.1,,0,,59,,3.5,-7.5,,
192,柳林,2021-01-04 20:00,-1.7,,,,.3,,0,,65,,3.5,-7.4,,
192,柳林,2021-01-04 21:00,-2.3,,,,.1,,0,,67,,3.5,-7.6,,
192,柳林,2021-01-04 22:00,-2.6,,,,.3,,0,,68,,3.4,-7.7,,
192,柳林,2021-01-04 23:00,-2.8,,,,.3,,0,,69,,3.4,-7.7,,
192,柳林,2021-01-05 00:00,-3.2,,,,.2,,0,,72,,3.5,-7.5,,
192,柳林,2021-01-05 01:00,-3,,,,.2,,0,,72,,3.5,-7.3,,
192,柳林,2021-01-05 02:00,-2.8,,,,.3,,0,,73,,3.6,-6.9,,
192,柳林,2021-01-05 03:00,-3.3,,,,.2,,0,,74,,3.6,-7.2,,
192,柳林,2021-01-05 04:00,-3.3,,,,.3,,0,,75,,3.6,-7.1,,
192,柳林,2021-01-05 05:00,-3.8,,,,.2,,0,,78,,3.6,-7,,
192,柳林,2021-01-05 06:00,-4.6,,,,.3,,0,,80,,3.5,-7.5,,
192,柳林,2021-01-05 07:00,-5.1,,,,.2,,0,,83,,3.5,-7.5,,
192,柳林,2021-01-05 08:00,-4.8,,,,.3,,0,,84,,3.6,-7,,
192,柳林,2021-01-05 09:00,-2.6,,,,.2,,0,,78,,3.9,-5.9,,
192,柳林,2021-01-05 10:00,1.5,,,,.3,,0,,71,,4.9,-3.1,,
192,柳林,2021-01-05 11:00,5.2,,,,1,,320,,44,,3.9,-6,,
192,柳林,2021-01-05 12:00,6.1,,,,2.3,,360,,31,,2.9,-9.8,,
192,柳林,2021-01-05 13:00,5.4,,,,3.4,,340,,28,,2.5,-11.6,,
192,柳林,2021-01-05 14:00,4.8,,,,2.1,,360,,29,,2.5,-11.7,,
192,柳林,2021-01-05 15:00,4.1,,,,2.7,,360,,35,,2.9,-10,,
192,柳林,2021-01-05 16:00,3.5,,,,2.6,,360,,34,,2.7,-10.9,,
192,柳林,2021-01-05 17:00,2.7,,,,2.6,,340,,35,,2.6,-11.2,,
192,柳林,2021-01-05 18:00,1.7,,,,2.3,,340,,36,,2.5,-11.8,,
192,柳林,2021-01-05 19:00,.8,,,,1.5,,360,,33,,2.1,-13.6,,
192,柳林,2021-01-05 20:00,.2,,,,2.1,,20,,33,,2,-14.2,,
192,柳林,2021-01-05 21:00,-.9,,,,1.3,,20,,36,,2.1,-14.1,,
192,柳林,2021-01-05 22:00,-1.8,,,,1.8,,20,,38,,2,-14.2,,
192,柳林,2021-01-05 23:00,-2.5,,,,1.4,,70,,42,,2.1,-13.6,,
192,柳林,2021-01-06 00:00,-3.5,,,,.6,,360,,45,,2.1,-13.7,,
192,柳林,2021-01-06 01:00,-4,,,,.9,,360,,44,,2,-14.4,,
192,柳林,2021-01-06 02:00,-4.9,,,,.9,,20,,47,,2,-14.5,,
192,柳林,2021-01-06 03:00,-5,,,,.8,,360,,41,,1.7,-16.2,,
192,柳林,2021-01-06 04:00,-5.5,,,,1.1,,20,,40,,1.6,-16.9,,
192,柳林,2021-01-06 05:00,-7.1,,,,.5,,20,,48,,1.7,-16.2,,
192,柳林,2021-01-06 06:00,-7.3,,,,.6,,50,,52,,1.8,-15.4,,
192,柳林,2021-01-06 07:00,-6.2,,,,.5,,20,,49,,1.9,-15.1,,
192,柳林,2021-01-06 08:00,-8,,,,.1,,0,,59,,2,-14.6,,
192,柳林,2021-01-06 09:00,-5.1,,,,.5,,200,,54,,2.3,-12.9,,
192,柳林,2021-01-06 10:00,-3.3,,,,.8,,90,,49,,2.3,-12.5,,
192,柳林,2021-01-06 11:00,-1.7,,,,1,,160,,42,,2.3,-12.9,,
192,柳林,2021-01-06 12:00,.1,,,,1.6,,270,,39,,2.4,-12.2,,
192,柳林,2021-01-06 13:00,.8,,,,1.5,,250,,38,,2.5,-11.9,,
192,柳林,2021-01-06 14:00,1.3,,,,.9,,250,,36,,2.4,-12.1,,
192,柳林,2021-01-06 15:00,2.1,,,,.8,,160,,35,,2.5,-11.8,,
192,柳林,2021-01-06 16:00,1.5,,,,1.5,,140,,36,,2.5,-11.9,,
192,柳林,2021-01-06 17:00,.8,,,,1,,200,,42,,2.7,-10.6,,
192,柳林,2021-01-06 18:00,-.5,,,,1.6,,200,,46,,2.7,-10.7,,
192,柳林,2021-01-06 19:00,-1.6,,,,1.3,,160,,48,,2.6,-11.2,,
192,柳林,2021-01-06 20:00,-.7,,,,2.9,,230,,47,,2.7,-10.6,,
192,柳林,2021-01-06 21:00,-1.3,,,,1.7,,200,,50,,2.8,-10.4,,
192,柳林,2021-01-06 22:00,-1,,,,2.8,,230,,52,,3,-9.6,,
192,柳林,2021-01-06 23:00,-1.3,,,,1.9,,270,,57,,3.2,-8.7,,
192,柳林,2021-01-07 00:00,-1.5,,,,2.4,,250,,67,,3.7,-6.8,,
192,柳林,2021-01-07 01:00,-1.8,,,,2.8,,230,,76,,4.1,-5.4,,
192,柳林,2021-01-07 02:00,-1.4,,,,2.8,,250,,74,,4.1,-5.4,,
192,柳林,2021-01-07 03:00,-2,,,,3.7,,250,,60,,3.2,-8.7,,
192,柳林,2021-01-07 04:00,-2.6,,,,3.7,,270,,50,,2.5,-11.6,,
192,柳林,2021-01-07 05:00,-4,,,,3.5,,340,,48,,2.2,-13.4,,
192,柳林,2021-01-07 06:00,-5,,,,2.1,,340,,51,,2.2,-13.5,,
192,柳林,2021-01-07 07:00,-5.2,,,,3.4,,320,,39,,1.6,-17,,
192,柳林,2021-01-07 08:00,-5.9,,,,3.6,,340,,47,,1.8,-15.4,,
192,柳林,2021-01-07 09:00,-7.5,,,,3.7,,360,,49,,1.7,-16.3,,
192,柳林,2021-01-07 10:00,-6.7,,,,3.2,,340,,39,,1.5,-18.3,,
192,柳林,2021-01-07 11:00,-6.1,,,,3.5,,320,,34,,1.3,-19.4,,
192,柳林,2021-01-07 12:00,-5.3,,,,3.5,,340,,32,,1.3,-19.4,,
192,柳林,2021-01-07 13:00,-4.6,,,,3.1,,340,,29,,1.3,-19.9,,
192,柳林,2021-01-07 14:00,-5,,,,4.8,,340,,29,,1.2,-20.3,,
192,柳林,2021-01-07 15:00,-5.4,,,,5.1,,340,,29,,1.2,-20.6,,
192,柳林,2021-01-07 16:00,-5.2,,,,3.6,,320,,32,,1.3,-19.3,,
192,柳林,2021-01-07 17:00,-6.4,,,,3.1,,340,,31,,1.2,-20.7,,
192,柳林,2021-01-07 18:00,-7.5,,,,1.8,,360,,30,,1,-22.1,,
192,柳林,2021-01-07 19:00,-8.2,,,,1.5,,20,,32,,1.1,-22,,
192,柳林,2021-01-07 20:00,-8.9,,,,.8,,340,,32,,1,-22.6,,
192,柳林,2021-01-07 21:00,-10.1,,,,.5,,50,,36,,1,-22.3,,
192,柳林,2021-01-07 22:00,-10.2,,,,1.2,,50,,36,,1,-22.4,,
192,柳林,2021-01-07 23:00,-10.8,,,,1.1,,20,,39,,1.1,-22,,
192,柳林,2021-01-08 00:00,-12.1,,,,.1,,0,,46,,1.1,-21.3,,
192,柳林,2021-01-08 01:00,-12.5,,,,0,,0,,51,,1.2,-20.5,,
192,柳林,2021-01-08 02:00,-12.9,,,,.5,,70,,54,,1.2,-20.2,,
192,柳林,2021-01-08 03:00,-13.5,,,,.4,,0,,61,,1.3,-19.4,,
192,柳林,2021-01-08 04:00,-14.4,,,,.8,,70,,63,,1.3,-19.9,,
192,柳林,2021-01-08 05:00,-14.2,,,,.5,,50,,65,,1.3,-19.3,,
192,柳林,2021-01-08 06:00,-14.7,,,,.8,,70,,69,,1.4,-19.1,,
192,柳林,2021-01-08 07:00,-14.5,,,,.6,,20,,67,,1.3,-19.2,,
192,柳林,2021-01-08 08:00,-14,,,,.2,,0,,63,,1.3,-19.5,,
192,柳林,2021-01-08 09:00,-11.2,,,,.8,,160,,48,,1.3,-20,,
192,柳林,2021-01-08 10:00,-8.7,,,,1.1,,160,,44,,1.4,-18.7,,
192,柳林,2021-01-08 11:00,-6.7,,,,1.4,,360,,36,,1.3,-19.3,,
192,柳林,2021-01-08 12:00,-5.4,,,,.9,,200,,34,,1.4,-18.8,,
192,柳林,2021-01-08 13:00,-3.8,,,,1.7,,270,,32,,1.5,-18.1,,
192,柳林,2021-01-08 14:00,-3.1,,,,1,,250,,28,,1.4,-19,,
192,柳林,2021-01-08 15:00,-1.9,,,,1.2,,230,,30,,1.6,-17.2,,
192,柳林,2021-01-08 16:00,-2.4,,,,1.8,,360,,34,,1.7,-16.1,,
192,柳林,2021-01-08 17:00,-4.5,,,,2.5,,360,,37,,1.6,-17,,
192,柳林,2021-01-08 18:00,-5.9,,,,1.9,,340,,42,,1.7,-16.7,,
192,柳林,2021-01-08 19:00,-6.4,,,,2.3,,340,,41,,1.6,-17.5,,
192,柳林,2021-01-08 20:00,-7.1,,,,1.7,,360,,41,,1.5,-18.1,,
192,柳林,2021-01-08 21:00,-8.8,,,,.4,,0,,44,,1.4,-18.8,,
192,柳林,2021-01-08 22:00,-9.2,,,,.6,,360,,45,,1.4,-18.9,,
192,柳林,2021-01-08 23:00,-10,,,,.3,,0,,49,,1.4,-18.7,,
192,柳林,2021-01-09 00:00,-11.4,,,,.5,,20,,56,,1.4,-18.4,,
192,柳林,2021-01-09 01:00,-12.1,,,,.4,,0,,61,,1.5,-18.1,,
192,柳林,2021-01-09 02:00,-12.2,,,,.3,,0,,60,,1.5,-18.3,,
192,柳林,2021-01-09 03:00,-13.2,,,,.1,,0,,66,,1.5,-18.2,,
192,柳林,2021-01-09 04:00,-13.6,,,,.2,,0,,70,,1.5,-17.9,,
192,柳林,2021-01-09 05:00,-14,,,,.5,,70,,75,,1.6,-17.4,,
192,柳林,2021-01-09 06:00,-14.1,,,,.4,,0,,76,,1.6,-17.4,,
192,柳林,2021-01-09 07:00,-14.7,,,,0,,0,,79,,1.6,-17.5,,
192,柳林,2021-01-09 08:00,-14.2,,,,.4,,0,,79,,1.6,-17,,
192,柳林,2021-01-09 09:00,-11.1,,,,.6,,160,,72,,1.9,-15.1,,
192,柳林,2021-01-09 10:00,-7.3,,,,.3,,0,,61,,2.2,-13.5,,
192,柳林,2021-01-09 11:00,-5.4,,,,1.4,,200,,47,,1.9,-14.9,,
192,柳林,2021-01-09 12:00,-3.4,,,,1.5,,270,,40,,1.9,-15,,
192,柳林,2021-01-09 13:00,-2,,,,1.7,,250,,36,,1.9,-15.1,,
192,柳林,2021-01-09 14:00,-.7,,,,1.3,,270,,35,,2,-14.2,,
192,柳林,2021-01-09 15:00,.4,,,,1.3,,110,,32,,2,-14.4,,
192,柳林,2021-01-09 16:00,.2,,,,2,,110,,33,,2,-14.2,,
192,柳林,2021-01-09 17:00,-.8,,,,1.1,,340,,37,,2.1,-13.7,,
192,柳林,2021-01-09 18:00,-2.6,,,,1.5,,20,,41,,2.1,-14,,
192,柳林,2021-01-09 19:00,-3.8,,,,.9,,50,,43,,2,-14.5,,
192,柳林,2021-01-09 20:00,-4.6,,,,1.5,,50,,44,,1.9,-15,,
192,柳林,2021-01-09 21:00,-5.5,,,,1.7,,20,,45,,1.8,-15.5,,
192,柳林,2021-01-09 22:00,-6.3,,,,1.5,,50,,48,,1.8,-15.5,,
192,柳林,2021-01-09 23:00,-6.2,,,,1.9,,360,,49,,1.9,-15.1,,
192,柳林,2021-01-10 00:00,-6.5,,,,1.6,,20,,51,,1.9,-14.9,,
192,柳林,2021-01-10 01:00,-6.6,,,,1.3,,160,,52,,1.9,-14.8,,
192,柳林,2021-01-10 02:00,-8.5,,,,.8,,110,,59,,1.9,-15,,
192,柳林,2021-01-10 03:00,-10,,,,.3,,0,,68,,2,-14.7,,
192,柳林,2021-01-10 04:00,-11,,,,.2,,0,,75,,2,-14.5,,
192,柳林,2021-01-10 05:00,-11.9,,,,.2,,0,,79,,1.9,-14.8,,
192,柳林,2021-01-10 06:00,-12.4,,,,.2,,0,,80,,1.9,-15.1,,
192,柳林,2021-01-10 07:00,-12.6,,,,.3,,0,,80,,1.9,-15.3,,
192,柳林,2021-01-10 08:00,-12.5,,,,.3,,0,,83,,2,-14.7,,
192,柳林,2021-01-10 09:00,-9.5,,,,.4,,0,,76,,2.3,-12.9,,
192,柳林,2021-01-10 10:00,-6,,,,1,,110,,65,,2.5,-11.5,,
192,柳林,2021-01-10 11:00,-3.1,,,,.8,,70,,56,,2.7,-10.6,,
192,柳林,2021-01-10 12:00,-1.6,,,,1.5,,290,,51,,2.8,-10.4,,
192,柳林,2021-01-10 13:00,.4,,,,1,,360,,44,,2.8,-10.4,,
192,柳林,2021-01-10 14:00,1.5,,,,.9,,250,,42,,2.9,-10,,
192,柳林,2021-01-10 15:00,1.5,,,,.8,,320,,45,,3.1,-9.1,,
192,柳林,2021-01-10 16:00,1.8,,,,.6,,340,,44,,3.1,-9.1,,
192,柳林,2021-01-10 17:00,1.7,,,,.4,,0,,47,,3.2,-8.4,,
192,柳林,2021-01-10 18:00,-.9,,,,.4,,0,,59,,3.4,-7.9,,
192,柳林,2021-01-10 19:00,-2.3,,,,.2,,0,,63,,3.2,-8.4,,
192,柳林,2021-01-10 20:00,-3.5,,,,.4,,0,,69,,3.3,-8.3,,
192,柳林,2021-01-10 21:00,-4.9,,,,0,,0,,73,,3.1,-9,,
192,柳林,2021-01-10 22:00,-6,,,,.1,,0,,78,,3,-9.2,,
192,柳林,2021-01-10 23:00,-7.1,,,,.6,,70,,80,,2.9,-9.9,,
192,柳林,2021-01-11 00:00,-7,,,,.3,,0,,82,,3,-9.5,,
192,柳林,2021-01-11 01:00,-7,,,,.2,,0,,82,,3,-9.5,,
192,柳林,2021-01-11 02:00,-7,,,,.1,,0,,83,,3,-9.4,,
192,柳林,2021-01-11 03:00,-6.8,,,,.7,,20,,84,,3.1,-9,,
192,柳林,2021-01-11 04:00,-7.3,,,,.4,,0,,85,,3,-9.3,,
192,柳林,2021-01-11 05:00,-7.4,,,,.6,,50,,86,,3,-9.3,,
192,柳林,2021-01-11 06:00,-7.4,,,,.4,,0,,85,,3,-9.4,,
192,柳林,2021-01-11 07:00,-7.2,,,,.5,,50,,84,,3,-9.4,,
192,柳林,2021-01-11 08:00,-7,,,,.5,,20,,83,,3,-9.4,,
192,柳林,2021-01-11 09:00,-5.6,,,,.4,,0,,79,,3.2,-8.6,,
192,柳林,2021-01-11 10:00,-3,,,,.6,,270,,64,,3.1,-8.8,,
192,柳林,2021-01-11 11:00,-1.9,,,,.2,,0,,61,,3.2,-8.4,,
192,柳林,2021-01-11 12:00,-.6,,,,.8,,90,,55,,3.2,-8.5,,
192,柳林,2021-01-11 13:00,.6,,,,1.4,,70,,51,,3.3,-8.3,,
192,柳林,2021-01-11 14:00,.8,,,,.5,,70,,52,,3.4,-7.9,,
192,柳林,2021-01-11 15:00,1.1,,,,.5,,110,,52,,3.5,-7.6,,
192,柳林,2021-01-11 16:00,1.2,,,,.3,,0,,51,,3.4,-7.8,,
192,柳林,2021-01-11 17:00,1.1,,,,1.1,,320,,56,,3.7,-6.7,,
192,柳林,2021-01-11 18:00,.5,,,,1.2,,360,,54,,3.4,-7.7,,
192,柳林,2021-01-11 19:00,-.5,,,,.2,,0,,58,,3.4,-7.7,,
192,柳林,2021-01-11 20:00,-1,,,,.1,,0,,63,,3.6,-7.1,,
192,柳林,2021-01-11 21:00,-2.2,,,,0,,0,,66,,3.4,-7.7,,
192,柳林,2021-01-11 22:00,-3.8,,,,.4,,0,,73,,3.4,-7.9,,
192,柳林,2021-01-11 23:00,-4.3,,,,0,,0,,75,,3.3,-8,,
192,柳林,2021-01-12 00:00,-5.1,,,,.1,,0,,78,,3.3,-8.3,,
192,柳林,2021-01-12 01:00,-6.5,,,,0,,0,,82,,3.1,-9,,
192,柳林,2021-01-12 02:00,-7.2,,,,.4,,0,,87,,3.1,-8.9,,
192,柳林,2021-01-12 03:00,-8,,,,.5,,50,,86,,2.9,-9.9,,
192,柳林,2021-01-12 04:00,-8.6,,,,.2,,0,,89,,2.9,-10,,
192,柳林,2021-01-12 05:00,-9.1,,,,.6,,70,,90,,2.8,-10.4,,
192,柳林,2021-01-12 06:00,-9.5,,,,.4,,0,,89,,2.7,-10.9,,
192,柳林,2021-01-12 07:00,-9.9,,,,.3,,0,,90,,2.6,-11.2,,
192,柳林,2021-01-12 08:00,-9.9,,,,.7,,70,,89,,2.6,-11.3,,
192,柳林,2021-01-12 09:00,-7.1,,,,.2,,0,,87,,3.1,-8.9,,
192,柳林,2021-01-12 10:00,-3.7,,,,.6,,250,,78,,3.6,-6.9,,
192,柳林,2021-01-12 11:00,-.5,,,,.6,,230,,66,,3.9,-6,,
192,柳林,2021-01-12 12:00,1.6,,,,1.4,,340,,57,,3.9,-6,,
192,柳林,2021-01-12 13:00,3.8,,,,.7,,290,,42,,3.4,-7.9,,
192,柳林,2021-01-12 14:00,4.3,,,,1.2,,320,,41,,3.4,-7.8,,
192,柳林,2021-01-12 15:00,5,,,,2.4,,250,,34,,3,-9.5,,
192,柳林,2021-01-12 16:00,4.6,,,,3.9,,250,,38,,3.2,-8.5,,
192,柳林,2021-01-12 17:00,3.7,,,,2.2,,250,,44,,3.5,-7.4,,
192,柳林,2021-01-12 18:00,1.6,,,,.6,,250,,50,,3.4,-7.7,,
192,柳林,2021-01-12 19:00,0,,,,0,,0,,59,,3.6,-7,,
192,柳林,2021-01-12 20:00,-.7,,,,.4,,0,,63,,3.7,-6.8,,
192,柳林,2021-01-12 21:00,-.3,,,,.5,,340,,66,,4,-5.8,,
192,柳林,2021-01-12 22:00,1.1,,,,1.6,,140,,60,,4,-5.8,,
192,柳林,2021-01-12 23:00,1.2,,,,1.4,,110,,64,,4.3,-4.8,,
192,柳林,2021-01-13 00:00,1.7,,,,1.8,,140,,64,,4.4,-4.3,,
192,柳林,2021-01-13 01:00,2,,,,1.6,,140,,66,,4.7,-3.6,,
192,柳林,2021-01-13 02:00,1.2,,,,1.9,,180,,72,,4.8,-3.2,,
192,柳林,2021-01-13 03:00,1.1,,,,.9,,340,,73,,4.8,-3.2,,
192,柳林,2021-01-13 04:00,-2.7,,,,.1,,0,,80,,4,-5.6,,
192,柳林,2021-01-13 05:00,-3.5,,,,0,,0,,82,,3.9,-6.1,,
192,柳林,2021-01-13 06:00,-4.2,,,,.1,,0,,84,,3.8,-6.5,,
192,柳林,2021-01-13 07:00,-4.6,,,,0,,0,,86,,3.8,-6.5,,
192,柳林,2021-01-13 08:00,-4.8,,,,0,,0,,86,,3.7,-6.7,,
192,柳林,2021-01-13 09:00,-2.9,,,,.3,,0,,84,,4.2,-5.2,,
192,柳林,2021-01-13 10:00,.2,,,,.2,,0,,76,,4.7,-3.5,,
192,柳林,2021-01-13 11:00,3.4,,,,.4,,0,,66,,5.2,-2.3,,
192,柳林,2021-01-13 12:00,7.5,,,,.7,,320,,55,,5.7,-.9,,
192,柳林,2021-01-13 13:00,10.6,,,,2.7,,250,,44,,5.6,-1.1,,
192,柳林,2021-01-13 14:00,11.3,,,,3.5,,250,,42,,5.6,-1.1,,
